,from,to,period,all_period_flow,female_period_flow,male_period_flow,period_year
6109,Estonia,India,4.0,1,0.0,1.0,2013-2017
6110,Estonia,Indonesia,4.0,1,0.0,1.0,2013-2017
6111,Estonia,Ireland,4.0,1,0.0,1.0,2013-2017
6112,Estonia,Israel,4.0,1,0.0,1.0,2013-2017
6117,Estonia,Japan,4.0,2,0.0,2.0,2013-2017
6119,Estonia,Kazakhstan,4.0,2,0.0,2.0,2013-2017
6096,Estonia,Finland,4.0,21,8.0,13.0,2013-2017
6122,Estonia,Latvia,4.0,7,3.0,4.0,2013-2017
6126,Estonia,Morocco,4.0,1,0.0,1.0,2013-2017
6130,Estonia,Netherlands,4.0,3,1.0,2.0,2013-2017
6132,Estonia,New Zealand,4.0,2,1.0,1.0,2013-2017
6136,Estonia,Norway,4.0,5,2.0,3.0,2013-2017
6137,Estonia,Poland,4.0,1,1.0,0.0,2013-2017
6139,Estonia,Portugal,4.0,3,2.0,1.0,2013-2017
6140,Estonia,Qatar,4.0,1,0.0,1.0,2013-2017
6141,Estonia,Romania,4.0,2,2.0,0.0,2013-2017
6125,Estonia,Mexico,4.0,1,0.0,1.0,2013-2017
5961,Egypt,South Sudan,4.0,1,0.0,1.0,2013-2017
5960,Egypt,South Korea,4.0,15,1.0,14.0,2013-2017
5956,Egypt,South Africa,4.0,6,0.0,6.0,2013-2017
5757,Ecuador,United Kingdom,4.0,9,1.0,8.0,2013-2017
5761,Ecuador,United States,4.0,34,6.0,28.0,2013-2017
5765,Ecuador,Venezuela,4.0,4,2.0,2.0,2013-2017
5768,Egypt,Algeria,4.0,2,0.0,2.0,2013-2017
5773,Egypt,Australia,4.0,30,9.0,21.0,2013-2017
5777,Egypt,Austria,4.0,5,1.0,4.0,2013-2017
5778,Egypt,Azerbaijan,4.0,1,0.0,1.0,2013-2017
5781,Egypt,Bahrain,4.0,7,1.0,6.0,2013-2017
5783,Egypt,Bangladesh,4.0,2,0.0,2.0,2013-2017
5787,Egypt,Belgium,4.0,18,3.0,15.0,2013-2017
5789,Egypt,Bolivia,4.0,2,0.0,2.0,2013-2017
5793,Egypt,Brazil,4.0,6,1.0,5.0,2013-2017
5794,Egypt,Brunei,4.0,1,0.0,1.0,2013-2017
5796,Egypt,Bulgaria,4.0,11,2.0,9.0,2013-2017
5799,Egypt,Cameroon,4.0,4,3.0,1.0,2013-2017
5803,Egypt,Canada,4.0,77,12.0,64.0,2013-2017
5807,Egypt,China,4.0,25,5.0,19.0,2013-2017
5753,Ecuador,United Arab Emirates,4.0,1,0.0,1.0,2013-2017
5752,Ecuador,Ukraine,4.0,1,0.0,1.0,2013-2017
5750,Ecuador,Switzerland,4.0,1,0.0,1.0,2013-2017
5746,Ecuador,Sweden,4.0,1,1.0,0.0,2013-2017
5690,Ecuador,Chile,4.0,11,3.0,8.0,2013-2017
5691,Ecuador,China,4.0,3,2.0,1.0,2013-2017
5694,Ecuador,Colombia,4.0,7,0.0,7.0,2013-2017
5695,Ecuador,Costa Rica,4.0,1,1.0,0.0,2013-2017
5698,Ecuador,Cuba,4.0,4,1.0,3.0,2013-2017
5700,Ecuador,Denmark,4.0,1,1.0,0.0,2013-2017
5702,Ecuador,Fiji,4.0,1,0.0,1.0,2013-2017
5707,Ecuador,France,4.0,12,3.0,9.0,2013-2017
5811,Egypt,Czechia,4.0,5,0.0,5.0,2013-2017
5710,Ecuador,Germany,4.0,4,0.0,4.0,2013-2017
5717,Ecuador,Italy,4.0,4,0.0,4.0,2013-2017
5723,Ecuador,Mexico,4.0,17,5.0,11.0,2013-2017
5726,Ecuador,Netherlands,4.0,2,0.0,2.0,2013-2017
5730,Ecuador,Panama,4.0,2,0.0,2.0,2013-2017
5734,Ecuador,Peru,4.0,3,1.0,2.0,2013-2017
5738,Ecuador,Portugal,4.0,1,0.0,1.0,2013-2017
5740,Ecuador,South Africa,4.0,1,1.0,0.0,2013-2017
5744,Ecuador,Spain,4.0,32,5.0,26.0,2013-2017
5712,Ecuador,Ireland,4.0,1,0.0,1.0,2013-2017
5815,Egypt,Denmark,4.0,2,0.0,2.0,2013-2017
5818,Egypt,Ethiopia,4.0,11,4.0,7.0,2013-2017
5822,Egypt,Finland,4.0,8,1.0,6.0,2013-2017
5895,Egypt,Nepal,4.0,1,0.0,1.0,2013-2017
5899,Egypt,Netherlands,4.0,6,2.0,4.0,2013-2017
5902,Egypt,New Zealand,4.0,1,0.0,1.0,2013-2017
5905,Egypt,Nigeria,4.0,1,0.0,1.0,2013-2017
5908,Egypt,Norway,4.0,3,0.0,3.0,2013-2017
5912,Egypt,Oman,4.0,10,1.0,9.0,2013-2017
5915,Egypt,Pakistan,4.0,7,1.0,6.0,2013-2017
5918,Egypt,Palestinian Territory,4.0,3,1.0,2.0,2013-2017
5893,Egypt,Mexico,4.0,3,2.0,1.0,2013-2017
5923,Egypt,Peru,4.0,1,1.0,0.0,2013-2017
5930,Egypt,Poland,4.0,5,2.0,3.0,2013-2017
5933,Egypt,Portugal,4.0,1,0.0,1.0,2013-2017
5937,Egypt,Qatar,4.0,27,4.0,23.0,2013-2017
5941,Egypt,Russia,4.0,11,1.0,10.0,2013-2017
5945,Egypt,Saudi Arabia,4.0,533,118.0,412.0,2013-2017
5949,Egypt,Singapore,4.0,4,0.0,4.0,2013-2017
5951,Egypt,Slovakia,4.0,1,0.0,1.0,2013-2017
5953,Egypt,Slovenia,4.0,4,1.0,3.0,2013-2017
5926,Egypt,Philippines,4.0,4,1.0,3.0,2013-2017
6216,Ethiopia,Egypt,4.0,5,1.0,4.0,2013-2017
5890,Egypt,Malaysia,4.0,15,1.0,14.0,2013-2017
5884,Egypt,Lebanon,4.0,14,5.0,8.0,2013-2017
5826,Egypt,France,4.0,18,2.0,16.0,2013-2017
5830,Egypt,Germany,4.0,85,17.0,67.0,2013-2017
5832,Egypt,Greece,4.0,1,0.0,1.0,2013-2017
5836,Egypt,Hungary,4.0,1,0.0,1.0,2013-2017
5837,Egypt,Iceland,4.0,2,0.0,2.0,2013-2017
5841,Egypt,India,4.0,13,5.0,8.0,2013-2017
5845,Egypt,Indonesia,4.0,51,13.0,38.0,2013-2017
5849,Egypt,Iran,4.0,11,1.0,10.0,2013-2017
5886,Egypt,Libya,4.0,5,0.0,5.0,2013-2017
5852,Egypt,Iraq,4.0,11,6.0,5.0,2013-2017
5861,Egypt,Italy,4.0,32,8.0,24.0,2013-2017
5862,Egypt,Ivory Coast,4.0,1,0.0,1.0,2013-2017
5866,Egypt,Japan,4.0,54,6.0,45.0,2013-2017
5870,Egypt,Jordan,4.0,2,0.0,2.0,2013-2017
5873,Egypt,Kazakhstan,4.0,1,1.0,0.0,2013-2017
5875,Egypt,Kenya,4.0,10,3.0,7.0,2013-2017
5879,Egypt,Kuwait,4.0,27,9.0,18.0,2013-2017
5880,Egypt,Latvia,4.0,2,0.0,2.0,2013-2017
5855,Egypt,Ireland,4.0,3,0.0,3.0,2013-2017
6219,Ethiopia,Finland,4.0,3,1.0,2.0,2013-2017
6226,Ethiopia,Germany,4.0,13,2.0,9.0,2013-2017
6228,Ethiopia,Ghana,4.0,1,0.0,1.0,2013-2017
6544,Finland,Slovenia,4.0,1,1.0,0.0,2013-2017
6548,Finland,South Africa,4.0,11,1.0,10.0,2013-2017
6552,Finland,South Korea,4.0,11,3.0,8.0,2013-2017
6556,Finland,Spain,4.0,37,19.0,18.0,2013-2017
6559,Finland,Svalbard and Jan Mayen,4.0,1,1.0,0.0,2013-2017
6563,Finland,Sweden,4.0,196,79.0,116.0,2013-2017
6567,Finland,Switzerland,4.0,62,22.0,39.0,2013-2017
6568,Finland,Syria,4.0,1,0.0,1.0,2013-2017
6571,Finland,Taiwan,4.0,4,0.0,2.0,2013-2017
6578,Finland,Thailand,4.0,2,0.0,1.0,2013-2017
6583,Finland,Turkey,4.0,11,3.0,8.0,2013-2017
6585,Finland,Uganda,4.0,1,0.0,1.0,2013-2017
6589,Finland,Ukraine,4.0,2,0.0,2.0,2013-2017
6592,Finland,United Arab Emirates,4.0,4,4.0,0.0,2013-2017
6596,Finland,United Kingdom,4.0,182,73.0,108.0,2013-2017
6600,Finland,United States,4.0,235,96.0,134.0,2013-2017
6601,Finland,Vietnam,4.0,3,1.0,2.0,2013-2017
6542,Finland,Slovakia,4.0,3,1.0,2.0,2013-2017
6540,Finland,Singapore,4.0,6,1.0,5.0,2013-2017
6536,Finland,Saudi Arabia,4.0,16,4.0,11.0,2013-2017
6533,Finland,Russia,4.0,55,17.0,38.0,2013-2017
6476,Finland,Malawi,4.0,3,2.0,1.0,2013-2017
6479,Finland,Malaysia,4.0,7,3.0,4.0,2013-2017
6483,Finland,Mexico,4.0,6,0.0,6.0,2013-2017
6486,Finland,Monaco,4.0,1,1.0,0.0,2013-2017
6487,Finland,Morocco,4.0,1,0.0,1.0,2013-2017
6492,Finland,Netherlands,4.0,57,11.0,45.0,2013-2017
6496,Finland,New Zealand,4.0,11,5.0,5.0,2013-2017
6499,Finland,Nigeria,4.0,1,0.0,1.0,2013-2017
6603,France,Afghanistan,4.0,1,0.0,1.0,2013-2017
6503,Finland,Norway,4.0,54,20.0,34.0,2013-2017
6509,Finland,Pakistan,4.0,5,1.0,4.0,2013-2017
6510,Finland,Palestinian Territory,4.0,1,0.0,1.0,2013-2017
6512,Finland,Peru,4.0,1,0.0,1.0,2013-2017
6515,Finland,Philippines,4.0,2,1.0,1.0,2013-2017
6519,Finland,Poland,4.0,14,4.0,10.0,2013-2017
6523,Finland,Portugal,4.0,10,4.0,6.0,2013-2017
6525,Finland,Qatar,4.0,4,1.0,3.0,2013-2017
6529,Finland,Romania,4.0,3,2.0,1.0,2013-2017
6506,Finland,Oman,4.0,1,0.0,1.0,2013-2017
6607,France,Algeria,4.0,93,25.0,68.0,2013-2017
6612,France,Argentina,4.0,218,96.0,122.0,2013-2017
6614,France,Armenia,4.0,1,0.0,1.0,2013-2017
6699,France,China,4.0,536,131.0,381.0,2013-2017
6703,France,Colombia,4.0,38,14.0,23.0,2013-2017
6707,France,Costa Rica,4.0,6,2.0,4.0,2013-2017
6711,France,Croatia,4.0,15,6.0,9.0,2013-2017
6715,France,Cuba,4.0,23,13.0,10.0,2013-2017
6719,France,Cyprus,4.0,4,0.0,4.0,2013-2017
6723,France,Czechia,4.0,56,16.0,39.0,2013-2017
6725,France,Democratic Republic of the Congo,4.0,2,1.0,1.0,2013-2017
6695,France,Chile,4.0,85,25.0,59.0,2013-2017
6729,France,Denmark,4.0,86,33.0,53.0,2013-2017
6737,France,Egypt,4.0,25,10.0,14.0,2013-2017
6741,France,Estonia,4.0,4,2.0,2.0,2013-2017
6745,France,Ethiopia,4.0,3,0.0,3.0,2013-2017
6749,France,Finland,4.0,63,31.0,30.0,2013-2017
6753,France,French Guiana,4.0,16,8.0,8.0,2013-2017
6757,France,French Polynesia,4.0,14,7.0,6.0,2013-2017
6761,France,Gabon,4.0,17,6.0,11.0,2013-2017
6762,France,Gambia,4.0,1,0.0,1.0,2013-2017
6733,France,Ecuador,4.0,22,7.0,15.0,2013-2017
6472,Finland,Lithuania,4.0,8,1.0,7.0,2013-2017
6691,France,Chad,4.0,1,0.0,0.0,2013-2017
6682,France,Canada,4.0,794,271.0,509.0,2013-2017
6618,France,Australia,4.0,331,104.0,222.0,2013-2017
6622,France,Austria,4.0,80,31.0,49.0,2013-2017
6626,France,Bahrain,4.0,4,1.0,3.0,2013-2017
6630,France,Bangladesh,4.0,59,8.0,46.0,2013-2017
6634,France,Belarus,4.0,25,3.0,21.0,2013-2017
6638,France,Belgium,4.0,441,153.0,281.0,2013-2017
6640,France,Belize,4.0,2,1.0,1.0,2013-2017
6644,France,Benin,4.0,15,3.0,9.0,2013-2017
6687,France,Central African Republic,4.0,2,0.0,2.0,2013-2017
6648,France,Bolivia,4.0,5,1.0,4.0,2013-2017
6652,France,Botswana,4.0,1,0.0,1.0,2013-2017
6656,France,Brazil,4.0,303,98.0,199.0,2013-2017
6659,France,Brunei,4.0,3,2.0,1.0,2013-2017
6663,France,Bulgaria,4.0,13,6.0,7.0,2013-2017
6667,France,Burkina Faso,4.0,30,8.0,19.0,2013-2017
6670,France,Burundi,4.0,6,1.0,5.0,2013-2017
6674,France,Cambodia,4.0,4,2.0,2.0,2013-2017
6678,France,Cameroon,4.0,31,9.0,22.0,2013-2017
6651,France,Bosnia and Herzegovina,4.0,2,0.0,2.0,2013-2017
5687,Ecuador,Canada,4.0,4,3.0,1.0,2013-2017
6468,Finland,Liechtenstein,4.0,1,0.0,1.0,2013-2017
6464,Finland,Latvia,4.0,2,1.0,1.0,2013-2017
6286,Ethiopia,South Korea,4.0,6,1.0,4.0,2013-2017
6288,Ethiopia,Sri Lanka,4.0,1,0.0,1.0,2013-2017
6292,Ethiopia,Sweden,4.0,4,2.0,2.0,2013-2017
6296,Ethiopia,Switzerland,4.0,5,3.0,2.0,2013-2017
6299,Ethiopia,Taiwan,4.0,2,0.0,2.0,2013-2017
6301,Ethiopia,Tanzania,4.0,1,0.0,1.0,2013-2017
6302,Ethiopia,Thailand,4.0,3,0.0,3.0,2013-2017
6303,Ethiopia,Togo,4.0,2,0.0,2.0,2013-2017
6306,Ethiopia,Tunisia,4.0,1,0.0,1.0,2013-2017
6310,Ethiopia,Uganda,4.0,3,0.0,3.0,2013-2017
6312,Ethiopia,United Arab Emirates,4.0,1,0.0,1.0,2013-2017
6316,Ethiopia,United Kingdom,4.0,15,3.0,11.0,2013-2017
6320,Ethiopia,United States,4.0,50,12.0,35.0,2013-2017
6325,Fiji,Australia,4.0,3,3.0,0.0,2013-2017
6328,Fiji,India,4.0,1,0.0,1.0,2013-2017
6330,Fiji,Saudi Arabia,4.0,1,0.0,1.0,2013-2017
6331,Fiji,Sri Lanka,4.0,1,0.0,1.0,2013-2017
6285,Ethiopia,South Africa,4.0,10,1.0,9.0,2013-2017
6281,Ethiopia,Somalia,4.0,1,0.0,1.0,2013-2017
6280,Ethiopia,Singapore,4.0,1,0.0,1.0,2013-2017
6279,Ethiopia,Saudi Arabia,4.0,3,0.0,3.0,2013-2017
6231,Ethiopia,Hungary,4.0,3,0.0,3.0,2013-2017
6234,Ethiopia,India,4.0,21,6.0,14.0,2013-2017
6235,Ethiopia,Indonesia,4.0,1,0.0,1.0,2013-2017
6236,Ethiopia,Iran,4.0,1,0.0,1.0,2013-2017
6239,Ethiopia,Israel,4.0,2,0.0,1.0,2013-2017
6242,Ethiopia,Italy,4.0,10,4.0,6.0,2013-2017
6245,Ethiopia,Japan,4.0,1,0.0,0.0,2013-2017
6249,Ethiopia,Kenya,4.0,8,1.0,7.0,2013-2017
6332,Fiji,Sweden,4.0,1,0.0,1.0,2013-2017
6250,Ethiopia,Lebanon,4.0,2,0.0,2.0,2013-2017
6256,Ethiopia,Mexico,4.0,1,0.0,1.0,2013-2017
6260,Ethiopia,Netherlands,4.0,3,0.0,3.0,2013-2017
6264,Ethiopia,Niger,4.0,4,0.0,4.0,2013-2017
6267,Ethiopia,Nigeria,4.0,1,0.0,1.0,2013-2017
6271,Ethiopia,Norway,4.0,8,2.0,6.0,2013-2017
6274,Ethiopia,Pakistan,4.0,1,0.0,1.0,2013-2017
6275,Ethiopia,Philippines,4.0,1,0.0,1.0,2013-2017
6277,Ethiopia,Russia,4.0,3,1.0,2.0,2013-2017
6255,Ethiopia,Mali,4.0,1,0.0,1.0,2013-2017
6333,Fiji,Switzerland,4.0,3,1.0,1.0,2013-2017
6334,Fiji,United Kingdom,4.0,2,1.0,1.0,2013-2017
6335,Fiji,United States,4.0,2,1.0,1.0,2013-2017
6401,Finland,Ethiopia,4.0,2,1.0,1.0,2013-2017
6405,Finland,France,4.0,61,26.0,35.0,2013-2017
6410,Finland,Germany,4.0,140,42.0,97.0,2013-2017
6412,Finland,Ghana,4.0,3,0.0,2.0,2013-2017
6416,Finland,Greece,4.0,7,4.0,3.0,2013-2017
6420,Finland,Hungary,4.0,15,5.0,10.0,2013-2017
6424,Finland,Iceland,4.0,3,0.0,3.0,2013-2017
6428,Finland,India,4.0,29,9.0,18.0,2013-2017
6399,Finland,Estonia,4.0,26,5.0,21.0,2013-2017
6431,Finland,Indonesia,4.0,1,0.0,1.0,2013-2017
6438,Finland,Ireland,4.0,17,7.0,8.0,2013-2017
6442,Finland,Israel,4.0,4,1.0,3.0,2013-2017
6446,Finland,Italy,4.0,28,11.0,17.0,2013-2017
6450,Finland,Japan,4.0,40,6.0,33.0,2013-2017
6452,Finland,Jordan,4.0,2,0.0,2.0,2013-2017
6455,Finland,Kazakhstan,4.0,2,1.0,1.0,2013-2017
6456,Finland,Kenya,4.0,2,1.0,1.0,2013-2017
6461,Finland,Kuwait,4.0,2,0.0,2.0,2013-2017
6434,Finland,Iran,4.0,14,2.0,11.0,2013-2017
6467,Finland,Libya,4.0,1,0.0,1.0,2013-2017
6395,Finland,Egypt,4.0,11,2.0,8.0,2013-2017
6392,Finland,Denmark,4.0,52,20.0,32.0,2013-2017
6336,Finland,Algeria,4.0,1,0.0,1.0,2013-2017
6340,Finland,Argentina,4.0,2,1.0,1.0,2013-2017
6344,Finland,Australia,4.0,54,23.0,31.0,2013-2017
6348,Finland,Austria,4.0,27,15.0,12.0,2013-2017
6349,Finland,Azerbaijan,4.0,1,0.0,1.0,2013-2017
6350,Finland,Bangladesh,4.0,2,0.0,2.0,2013-2017
6357,Finland,Belgium,4.0,39,12.0,27.0,2013-2017
6361,Finland,Brazil,4.0,12,3.0,9.0,2013-2017
6393,Finland,Ecuador,4.0,1,0.0,1.0,2013-2017
6365,Finland,Bulgaria,4.0,1,1.0,0.0,2013-2017
6370,Finland,Canada,4.0,56,21.0,33.0,2013-2017
6374,Finland,Chile,4.0,5,2.0,3.0,2013-2017
6378,Finland,China,4.0,72,22.0,43.0,2013-2017
6381,Finland,Colombia,4.0,2,1.0,1.0,2013-2017
6382,Finland,Costa Rica,4.0,1,0.0,1.0,2013-2017
6383,Finland,Croatia,4.0,2,0.0,2.0,2013-2017
6384,Finland,Cuba,4.0,1,0.0,1.0,2013-2017
6388,Finland,Czechia,4.0,14,1.0,13.0,2013-2017
6366,Finland,Burkina Faso,4.0,1,1.0,0.0,2013-2017
5682,Ecuador,Brazil,4.0,9,4.0,5.0,2013-2017
5678,Ecuador,Bolivia,4.0,1,0.0,1.0,2013-2017
5677,Ecuador,Belgium,4.0,2,0.0,2.0,2013-2017
4931,Cyprus,China,4.0,4,0.0,4.0,2013-2017
4932,Cyprus,Colombia,4.0,1,0.0,1.0,2013-2017
4933,Cyprus,Czechia,4.0,2,0.0,2.0,2013-2017
4937,Cyprus,Denmark,4.0,2,0.0,2.0,2013-2017
4939,Cyprus,Estonia,4.0,1,0.0,1.0,2013-2017
4941,Cyprus,Finland,4.0,1,0.0,1.0,2013-2017
4945,Cyprus,France,4.0,8,0.0,8.0,2013-2017
4949,Cyprus,Germany,4.0,9,2.0,7.0,2013-2017
4950,Cyprus,Ghana,4.0,2,1.0,1.0,2013-2017
4954,Cyprus,Greece,4.0,31,7.0,24.0,2013-2017
4956,Cyprus,India,4.0,1,0.0,1.0,2013-2017
4960,Cyprus,Iran,4.0,7,0.0,7.0,2013-2017
4963,Cyprus,Ireland,4.0,1,1.0,0.0,2013-2017
4965,Cyprus,Israel,4.0,1,1.0,0.0,2013-2017
4969,Cyprus,Italy,4.0,8,0.0,8.0,2013-2017
4973,Cyprus,Japan,4.0,3,1.0,2.0,2013-2017
4975,Cyprus,Kazakhstan,4.0,1,0.0,1.0,2013-2017
4928,Cyprus,Chile,4.0,1,0.0,1.0,2013-2017
4927,Cyprus,Canada,4.0,6,2.0,4.0,2013-2017
4920,Cyprus,Belgium,4.0,6,2.0,4.0,2013-2017
4916,Cyprus,Azerbaijan,4.0,1,0.0,1.0,2013-2017
4845,Cuba,India,4.0,6,4.0,2.0,2013-2017
4846,Cuba,Iran,4.0,1,0.0,1.0,2013-2017
4851,Cuba,Italy,4.0,5,2.0,3.0,2013-2017
4855,Cuba,Japan,4.0,4,2.0,2.0,2013-2017
4857,Cuba,Jordan,4.0,1,0.0,1.0,2013-2017
4858,Cuba,Malaysia,4.0,2,1.0,1.0,2013-2017
4862,Cuba,Mexico,4.0,44,12.0,32.0,2013-2017
4864,Cuba,Netherlands,4.0,4,1.0,3.0,2013-2017
4976,Cyprus,Kenya,4.0,1,1.0,0.0,2013-2017
4866,Cuba,New Zealand,4.0,1,1.0,0.0,2013-2017
4877,Cuba,Russia,4.0,2,0.0,2.0,2013-2017
4885,Cuba,Spain,4.0,41,13.0,28.0,2013-2017
4889,Cuba,Sweden,4.0,2,0.0,2.0,2013-2017
4893,Cuba,Switzerland,4.0,6,1.0,5.0,2013-2017
4896,Cuba,Turkey,4.0,1,0.0,1.0,2013-2017
4901,Cuba,United Kingdom,4.0,3,1.0,2.0,2013-2017
4905,Cuba,United States,4.0,35,9.0,26.0,2013-2017
4913,Curacao,Netherlands,4.0,5,3.0,2.0,2013-2017
4869,Cuba,Peru,4.0,2,0.0,1.0,2013-2017
4977,Cyprus,Kuwait,4.0,1,0.0,1.0,2013-2017
4978,Cyprus,Latvia,4.0,1,1.0,0.0,2013-2017
4981,Cyprus,Lithuania,4.0,1,0.0,1.0,2013-2017
5043,Czechia,Algeria,4.0,3,0.0,3.0,2013-2017
5046,Czechia,Argentina,4.0,6,4.0,2.0,2013-2017
5049,Czechia,Armenia,4.0,1,0.0,1.0,2013-2017
5053,Czechia,Australia,4.0,21,5.0,16.0,2013-2017
5057,Czechia,Austria,4.0,31,4.0,27.0,2013-2017
5060,Czechia,Bahrain,4.0,1,1.0,0.0,2013-2017
5064,Czechia,Belarus,4.0,1,0.0,1.0,2013-2017
5068,Czechia,Belgium,4.0,30,15.0,15.0,2013-2017
5040,Cyprus,United States,4.0,32,9.0,23.0,2013-2017
5069,Czechia,Belize,4.0,1,0.0,1.0,2013-2017
5079,Czechia,Bulgaria,4.0,25,9.0,16.0,2013-2017
5082,Czechia,Cameroon,4.0,1,0.0,1.0,2013-2017
5086,Czechia,Canada,4.0,27,14.0,13.0,2013-2017
5087,Czechia,Chile,4.0,3,0.0,3.0,2013-2017
5091,Czechia,China,4.0,18,3.0,15.0,2013-2017
5092,Czechia,Colombia,4.0,3,1.0,2.0,2013-2017
5096,Czechia,Croatia,4.0,2,1.0,1.0,2013-2017
5099,Czechia,Cyprus,4.0,2,0.0,2.0,2013-2017
5075,Czechia,Brazil,4.0,12,7.0,5.0,2013-2017
4841,Cuba,Hungary,4.0,1,0.0,1.0,2013-2017
5036,Cyprus,United Kingdom,4.0,33,14.0,19.0,2013-2017
5030,Cyprus,Ukraine,4.0,1,1.0,0.0,2013-2017
4984,Cyprus,Malaysia,4.0,4,0.0,4.0,2013-2017
4985,Cyprus,Malta,4.0,1,0.0,1.0,2013-2017
4986,Cyprus,Mexico,4.0,2,1.0,1.0,2013-2017
4989,Cyprus,Netherlands,4.0,6,5.0,1.0,2013-2017
4992,Cyprus,Nigeria,4.0,2,2.0,0.0,2013-2017
4994,Cyprus,Norway,4.0,2,2.0,0.0,2013-2017
4996,Cyprus,Pakistan,4.0,2,1.0,1.0,2013-2017
4998,Cyprus,Palestinian Territory,4.0,1,0.0,1.0,2013-2017
5032,Cyprus,United Arab Emirates,4.0,9,2.0,7.0,2013-2017
5002,Cyprus,Portugal,4.0,1,0.0,1.0,2013-2017
5007,Cyprus,Singapore,4.0,1,0.0,1.0,2013-2017
5009,Cyprus,South Africa,4.0,4,1.0,3.0,2013-2017
5010,Cyprus,South Korea,4.0,1,1.0,0.0,2013-2017
5013,Cyprus,Spain,4.0,5,1.0,4.0,2013-2017
5015,Cyprus,Sweden,4.0,4,1.0,3.0,2013-2017
5019,Cyprus,Switzerland,4.0,2,1.0,1.0,2013-2017
5025,Cyprus,Thailand,4.0,4,1.0,2.0,2013-2017
5029,Cyprus,Turkey,4.0,48,17.0,30.0,2013-2017
5004,Cyprus,Russia,4.0,1,0.0,1.0,2013-2017
5103,Czechia,Denmark,4.0,16,7.0,9.0,2013-2017
4840,Cuba,Guadeloupe,4.0,1,0.0,1.0,2013-2017
4835,Cuba,France,4.0,18,9.0,9.0,2013-2017
4635,Croatia,Australia,4.0,5,3.0,2.0,2013-2017
4639,Croatia,Austria,4.0,7,3.0,4.0,2013-2017
4647,Croatia,Belgium,4.0,9,4.0,5.0,2013-2017
4650,Croatia,Belize,4.0,10,6.0,3.0,2013-2017
4654,Croatia,Bosnia and Herzegovina,4.0,11,3.0,8.0,2013-2017
4662,Croatia,Canada,4.0,2,1.0,1.0,2013-2017
4665,Croatia,China,4.0,4,1.0,3.0,2013-2017
4668,Croatia,Czechia,4.0,6,3.0,3.0,2013-2017
4672,Croatia,Denmark,4.0,7,2.0,5.0,2013-2017
4673,Croatia,Egypt,4.0,1,1.0,0.0,2013-2017
4675,Croatia,Finland,4.0,2,1.0,1.0,2013-2017
4679,Croatia,France,4.0,14,8.0,6.0,2013-2017
4683,Croatia,Germany,4.0,37,19.0,18.0,2013-2017
4689,Croatia,Hungary,4.0,2,0.0,2.0,2013-2017
4693,Croatia,India,4.0,132,70.0,62.0,2013-2017
4694,Croatia,Iran,4.0,1,1.0,0.0,2013-2017
4695,Croatia,Iraq,4.0,1,1.0,0.0,2013-2017
4630,Costa Rica,United States,4.0,28,10.0,18.0,2013-2017
4626,Costa Rica,United Kingdom,4.0,5,2.0,3.0,2013-2017
4616,Costa Rica,Spain,4.0,6,2.0,4.0,2013-2017
4611,Costa Rica,Portugal,4.0,1,0.0,1.0,2013-2017
4552,Costa Rica,Australia,4.0,2,1.0,1.0,2013-2017
4556,Costa Rica,Brazil,4.0,1,0.0,1.0,2013-2017
4561,Costa Rica,Canada,4.0,4,0.0,3.0,2013-2017
4567,Costa Rica,Colombia,4.0,2,1.0,1.0,2013-2017
4571,Costa Rica,Cuba,4.0,1,0.0,1.0,2013-2017
4573,Costa Rica,Czechia,4.0,1,0.0,1.0,2013-2017
4576,Costa Rica,Denmark,4.0,1,0.0,1.0,2013-2017
4577,Costa Rica,Ecuador,4.0,3,1.0,2.0,2013-2017
4697,Croatia,Ireland,4.0,4,2.0,2.0,2013-2017
4581,Costa Rica,France,4.0,5,0.0,5.0,2013-2017
4588,Costa Rica,India,4.0,5,1.0,4.0,2013-2017
4591,Costa Rica,Iran,4.0,1,1.0,0.0,2013-2017
4593,Costa Rica,Israel,4.0,1,1.0,0.0,2013-2017
4595,Costa Rica,Italy,4.0,2,0.0,2.0,2013-2017
4596,Costa Rica,Kenya,4.0,1,0.0,1.0,2013-2017
4600,Costa Rica,Mexico,4.0,3,2.0,1.0,2013-2017
4603,Costa Rica,Netherlands,4.0,2,0.0,2.0,2013-2017
4608,Costa Rica,Peru,4.0,1,1.0,0.0,2013-2017
4585,Costa Rica,Germany,4.0,9,2.0,7.0,2013-2017
4699,Croatia,Israel,4.0,2,2.0,0.0,2013-2017
4703,Croatia,Italy,4.0,10,5.0,5.0,2013-2017
4707,Croatia,Japan,4.0,4,0.0,4.0,2013-2017
4780,Croatia,United States,4.0,42,17.0,25.0,2013-2017
4783,Croatia,Uzbekistan,4.0,1,1.0,0.0,2013-2017
4786,Cuba,Angola,4.0,1,0.0,1.0,2013-2017
4790,Cuba,Argentina,4.0,22,9.0,13.0,2013-2017
4791,Cuba,Australia,4.0,1,1.0,0.0,2013-2017
4794,Cuba,Austria,4.0,3,0.0,3.0,2013-2017
4799,Cuba,Belgium,4.0,13,3.0,10.0,2013-2017
4803,Cuba,Brazil,4.0,38,10.0,26.0,2013-2017
4776,Croatia,United Kingdom,4.0,20,9.0,11.0,2013-2017
4807,Cuba,Burundi,4.0,5,3.0,2.0,2013-2017
4812,Cuba,Canada,4.0,13,4.0,9.0,2013-2017
